25,0.0009629726409912109,0.0008528232574462891,0.005039215087890625,0.07426762580871582,0.3650658130645752
50,0.0012731552124023438,0.0011239051818847656,0.0052449703216552734,0.30734682083129883,1.006056547164917
75,0.0038759708404541016,0.0033600330352783203,0.013524532318115234,0.7909507751464844,3.0342929363250732
100,0.0033288002014160156,0.0027222633361816406,0.012968063354492188,1.412440299987793,4.414838552474976
125,0.00441431999206543,0.0034313201904296875,0.017830848693847656,2.4941537380218506,7.677579879760742
150,0.005719184875488281,0.004565715789794922,0.025528669357299805,3.904656410217285,10.524317264556885
175,0.007169246673583984,0.005572080612182617,0.03119802474975586,6.517254114151001,16.71446394920349
200,0.028439998626708984,0.021646499633789062,0.0412595272064209,25.97053623199463,45.38088536262512
225,0.05226874351501465,0.039566755294799805,0.05422616004943848,55.408310413360596,87.16904902458191
250,0.07345914840698242,0.054586172103881836,0.06751608848571777,91.92167711257935,137.4693684577942
