0.98,16384,25,0.37005162239074707
0.98,16384,25,0.37239551544189453
0.98,16384,25,0.37143874168395996
0.98,16384,25,0.3737771511077881
0.98,16384,25,0.37333250045776367
0.98,16384,50,1.067765474319458
0.98,16384,50,1.049182653427124
0.98,16384,50,1.604813814163208
0.98,16384,50,1.4738168716430664
0.98,16384,50,1.0744502544403076
0.98,16384,75,2.438645362854004
0.98,16384,75,2.8704493045806885
0.98,16384,75,2.2900917530059814
0.98,16384,75,3.515221357345581
0.98,16384,75,2.2528388500213623
0.98,16384,100,5.244062900543213
0.98,16384,100,4.957249879837036
0.98,16384,100,4.603778839111328
0.98,16384,100,4.608652353286743
0.98,16384,100,4.8476948738098145
0.98,16384,125,8.08044719696045
0.98,16384,125,8.59623098373413
0.98,16384,125,9.448626518249512
0.98,16384,125,7.037684440612793
0.98,16384,125,9.203615188598633
0.98,16384,150,13.36550259590149
0.98,16384,150,13.363707304000854
0.98,16384,150,13.459903478622437
0.98,16384,150,13.345300912857056
0.98,16384,150,13.465076208114624
0.98,16384,175,19.445719718933105
0.98,16384,175,19.578897714614868
0.98,16384,175,19.24359369277954
0.98,16384,175,19.493104219436646
0.98,16384,200,47.65793800354004
0.98,16384,200,48.01867866516113
0.98,16384,200,47.07918930053711
0.98,16384,200,47.5759117603302
0.98,16384,200,47.85817503929138
0.98,16384,225,86.66641640663147
0.98,16384,225,64.04796767234802
0.98,16384,225,80.9183087348938
0.98,16384,225,85.35361051559448
0.98,16384,225,79.2162458896637
0.98,16384,250,121.51933979988098
0.98,16384,250,128.7519977092743
0.98,16384,250,107.97117519378662
0.98,16384,250,125.70947170257568
0.98,16384,250,113.76276111602783
